"","Actor","Total.Gross","Num.Movies","Avg.Per.Movie","No.1.Movie","Gross.of.No.1.Movie"
"518","Mike Nichols",NA,1,NA,"The Designated Mourner",NA
"519","Jack Nicholson",1795.5,34,52.8,"Batman",251.2
"520","Leslie Nielsen",617.9,19,32.5,"Scary Movie 3",110
"521","Leonard Nimoy",820.3,11,74.6,"Star Trek",257.7
"522","Dean Norris",39.9,5,8,"The Secret in their Eyes (2015)",20.2
"523","Edward Norton",943,23,41,"The Incredible Hulk",134.8
"524","Lupita Nyong'o",1195,4,298.7,"Star Wars: The Force Awakens",935.8
"525","Michael Nyqvist",303.6,8,37.9,"Mission: Impossible 4",209.4
"526","Jack O'Connell",225.7,7,32.2,"Unbroken",115.6
"527","Chris O'Donnell",779.3,19,41,"Batman Forever",184
"528","Jason O'Mara",77.1,2,38.5,"Resident Evil: Extinction",50.6
"529","Sophie Okonedo",103.5,7,14.8,"The Secret Life of Bees",37.8
"530","Gary Oldman",3285.6,38,86.5,"The Dark Knight",534.9
"531","Mary-Kate Olsen",63.5,4,15.9,"Beastly",27.9
"532","Timothy Olyphant",641.9,20,32.1,"Live Free or Die Hard",134.5
"533","Clive Owen",506.5,25,20.3,"Inside Man",88.5
"534","David Oyelowo",504.2,11,45.8,"Rise of the Planet of the Apes",176.8
"535","Al Pacino",1457.3,39,37.4,"The Godfather",135
"536","Ellen Page",714,14,51,"Inception",292.6
"537","Adrianne Palicki",210.4,4,52.6,"G.I. Joe: Retaliation",122.5
"538","Teresa Palmer",401.6,14,28.7,"Bedtime Stories",110.1
"539","Gwyneth Paltrow",1834,33,55.6,"Iron Man 3",409
"540","Hayden Panettiere",338.4,12,28.2,"Remember the Titans",115.7
"541","Anna Paquin",997.6,19,52.5,"X-Men: The Last Stand",234.4
"542","Sarah Jessica Parker",990.6,28,35.4,"Sex and the City",152.6
"543","Dev Patel",384.2,6,64,"Slumdog Millionaire",141.3
"544","Robert Pattinson",1734.2,13,133.4,"The Twilight Saga: Eclipse",300.5
"545","Paula Patton",574.7,12,47.9,"Mission: Impossible 4",209.4
"546","Guy Pearce",1211.1,31,39.1,"Iron Man 3",409
"547","Amanda Peet",882,26,33.9,"2012",166.1
"548","Simon Pegg",1460.5,17,85.9,"Star Trek",257.7
"549","Kal Penn",415.2,13,31.9,"Superman Returns",200.1
"550","Sean Penn",760.1,38,20,"Mystic River",90.1
"551","Piper Perabo",581.2,16,36.3,"Cheaper by the Dozen",138.6
"552","Ron Perlman",659.8,20,33,"Tangled",200.8
"553","Alex Ross Perry",NA,1,NA,"7 Chinese Brothers",NA
"554","Matthew Perry",200.9,7,28.7,"17 Again",64.2
"555","Tyler Perry",866.7,15,57.8,"Gone Girl",167.8
"556","Alex Pettyfer",258.3,6,43.1,"Magic Mike",113.7
"557","Michelle Pfeiffer",1431.1,36,39.8,"Batman Returns",162.8
"558","Ryan Phillippe",400.4,16,25,"I Know What You Did Last Summer",72.6
"559","Joaquin Phoenix",1013.2,27,37.5,"Signs",228
"560","Rosamund Pike",702.9,18,39,"Gone Girl",167.8
"561","Chris Pine",1152,17,67.8,"Star Trek",257.7
"562","Jada Pinkett-Smith",1699.4,22,77.2,"The Matrix Reloaded",281.6
"563","Freida Pinto",406.2,8,50.8,"Rise of the Planet of the Apes",176.8
"564","Brad Pitt",2680.9,40,67,"World War Z",202.4
"565","Aubrey Plaza",92.3,9,10.3,"Funny People",51.9
"566","Jesse Plemons",349,10,34.9,"Bridge of Spies",72.3
"567","Christopher Plummer",837.9,19,44.1,"National Treasure",173
"568","Sydney Pollack",533.3,10,53.3,"Tootsie",177.2
"569","Sarah Polley",116.2,19,6.1,"Dawn of the Dead",59
"570","Imogen Poots",133.4,15,8.9,"Need for Speed",43.6
"571","Natalie Portman",2062.6,26,79.3,"The Phantom Menace",474.5
"572","Parker Posey",587.6,31,19,"Superman Returns",200.1
"573","Franka Potente",360,9,40,"The Bourne Supremacy",176.2
"574","Bel Powley",1.7,2,NA,"The Diary of a Teenage Girl",1.5
"575","Chris Pratt",1499.9,12,125,"Jurassic World",652.3
"576","Freddie Prinze Jr.",518.7,16,32.4,"Scooby-Doo",153.3
"577","Jonathan Pryce",1567.5,32,49,"Dead Man's Chest",423.3
"578","James Purefoy",185.9,4,46.5,"John Carter",73.1
"579","Dennis Quaid",1687.4,55,30.7,"The Day After Tomorrow",186.7
"580","Randy Quaid",948.7,38,25,"Independence Day",306.2
"581","Daniel Radcliffe",2565.1,15,171,"Harry Potter / Deathly Hallows (P2)",381
"582","Josh Radnor",NA,3,NA,"Liberal Arts",NA
"583","Edgar Ramirez",305.5,7,43.6,"Zero Dark Thirty",95.7
"584","Harold Ramis",11.6,1,11.6,"The Last Kiss (2006)",11.6
"585","Noomi Rapace",359.2,9,39.9,"Sherlock Holmes 2",186.8
"586","Emily Ratajkowski",3.6,1,3.6,"We Are Your Friends",3.6
"587","Jackson Rathbone",1302.5,5,260.5,"The Twilight Saga: Eclipse",300.5
"588","Max Records",107.7,2,53.8,"Where the Wild Things Are",77.2
"589","Lance Reddick",120.6,6,20.1,"Don't Say a Word",55
"590","Robert Redford",1567.1,29,54,"Captain America 2",259.8
"591","Eddie Redmayne",285,8,35.6,"Les Miserables",148.8
"592","Crystal Reed",21.4,2,10.7,"Skyline",21.4
"593","Christopher Reeve",427.6,15,28.5,"Superman",134.2
"594","Keanu Reeves",1865.9,43,43.4,"The Matrix Reloaded",281.6
"595","Rob Reiner",116.9,1,116.9,"The Wolf of Wall Street",116.9
"596","Jeremy Renner",2092.3,20,104.6,"The Avengers",623.4
"597","Ryan Reynolds",1635.1,31,52.7,"Deadpool",360.2
"598","Giovanni Ribisi",1845.7,29,63.6,"Avatar",760.5
"599","Christina Ricci",743.7,35,21.2,"Addams Family",113.5
"600","Denise Richards",365.4,11,33.2,"World Is Not Enough",126.9
"601","Alan Rickman",1700.9,26,65.4,"Harry Potter / Deathly Hallows (P2)",381
"602","Daisy Ridley",935.8,1,935.8,"Star Wars: The Force Awakens",935.8
"603","Rob Riggle",824.4,11,74.9,"The Lorax",214
"604","Noah Ringer",131.8,1,131.8,"The Last Airbender",131.8
"605","AnnaSophia Robb",272.7,8,34.1,"Bridge to Terabithia",82.3
"606","Tim Robbins",890.3,37,24.1,"War of the Worlds",234.3
"607","Emma Roberts",428.6,15,28.6,"We're the Millers",150.4
"608","Julia Roberts",2661.8,40,66.5,"Ocean's Eleven",183.4
"609","Chris Rock",1603,23,69.7,"Madagascar 3",216.4
"610","Sam Rockwell",1054.2,34,31,"Iron Man 2",312.4
"611","Michelle Rodriguez",2097.2,17,123.4,"Avatar",760.5
"612","Seth Rogen",2053,23,89.3,"Kung Fu Panda",215.4
"613","Elisabeth Rohm",56.5,1,56.5,"Joy",56.5
"614","Rebecca Romijn",680.4,8,85.1,"X-Men: The Last Stand",234.4
"615","Saoirse Ronan",270.3,13,20.8,"The Grand Budapest Hotel",59.3
"616","Emmy Rossum",331.2,12,27.6,"The Day After Tomorrow",186.7
"617","Eli Roth",NA,1,NA,"Aftershock",NA
"618","Mickey Rourke",842.3,36,23.4,"Iron Man 2",312.4
"619","Brandon Routh",203.1,3,67.7,"Superman Returns",200.1
"620","Gena Rowlands",358.2,21,17.1,"The Notebook",81
"621","Paul Rudd",1323.9,31,42.7,"Ant-Man",180.2
"622","Mark Ruffalo",1847.2,33,56,"The Avengers",623.4
"623","Geoffrey Rush",1541.5,29,53.2,"Pirates of the Caribbean 3",309.4
"624","Alex Russell",180.2,4,45.1,"Unbroken",115.6
"625","Kurt Russell",1531.2,34,45,"Furious 7",353
"626","Rene Russo",1523.9,22,69.3,"Thor: The Dark World",206.4
"627","Amy Ryan",335.4,18,18.6,"Bridge of Spies",72.3
"628","Meg Ryan",1151.7,29,39.7,"Top Gun",179.8
"629","Winona Ryder",916.6,36,25.5,"Mr. Deeds",126.3
"630","Mark Rylance",114.3,4,28.6,"Bridge of Spies",72.3
"631","Katee Sackhoff",100.1,3,33.4,"Riddick",42
"632","Zoe Saldana",2080.7,25,83.2,"Avatar",760.5
"633","Andy Samberg",615.9,10,61.6,"Hotel Transylvania 2",169.7
"634","Adam Sandler",2661,32,83.2,"Hotel Transylvania 2",169.7
"635","Susan Sarandon",1421.8,58,24.5,"Enchanted",127.8
"636","Peter Sarsgaard",604.6,25,24.2,"Green Lantern",116.6
"637","Taylor Schilling",66.2,3,22.1,"The Lucky One",60.5
"638","Joseph Schneider",NA,1,NA,"I'm Not Jesus Mommy",NA
"639","Rob Schneider",895.1,17,52.7,"Big Daddy",163.5
"640","Liev Schreiber",1154.7,32,36.1,"X-Men Origins: Wolverine",179.9
"641","Jason Schwartzman",457.2,23,19.9,"Saving Mr. Banks",83.3
"642","Arnold Schwarzenegger",1884,30,62.8,"Terminator 2",204.8
"643","David Schwimmer",683,10,68.3,"Madagascar 3",216.4
"644","Adam Scott",578.6,25,23.1,"Step Brothers",100.5
"645","Jason Segel",929.4,15,62,"Despicable Me",251.5
"646","Andy Serkis",2889.8,23,125.6,"Star Wars: The Force Awakens",935.8
"647","Chloe Sevigny",84.5,18,4.7,"Zodiac",33.1
"648","Rufus Sewell",489.1,21,23.3,"Hercules",72.7
"649","Amanda Seyfried",957.3,23,41.6,"Les Miserables",148.8
"650","Tupac Shakur",83.1,6,13.8,"Poetic Justice",27.5
"651","Suraj Sharma",161.4,2,80.7,"Life of Pi",125
"652","Charlie Sheen",905.8,30,30.2,"Platoon",138.5
"653","Michael Sheen",1470.1,24,61.3,"Alice in Wonderland",334.2
"654","Tye Sheridan",39.7,6,6.6,"Mud",21.6
"655","M. Night Shyamalan",42.3,1,42.3,"Lady in the Water",42.3
"656","Gabourey Sidibe",132.5,4,33.1,"Tower Heist",78
"657","Sebastián Silva",NA,1,NA,"Nasty Baby",NA
"658","Alicia Silverstone",353.9,14,25.3,"Batman and Robin",107.3
"659","Stellan Skarsgard",3171.9,42,75.5,"The Avengers",623.4
"660","John Slattery",691.6,10,69.2,"Iron Man 2",312.4
"661","Robert Smigel",169.7,1,169.7,"Hotel Transylvania 2",169.7
"662","Kodi Smit-McPhee",285.2,7,40.7,"Dawn of the Planet of the Apes",208.5
"663","Jaden Smith",480,4,120,"The Karate Kid",176.6
"664","Kevin Smith",207.7,6,34.6,"Live Free or Die Hard",134.5
"665","Maggie Smith",647.3,22,29.4,"Sister Act",139.6
"666","Will Smith",2848.9,23,123.9,"Independence Day",306.2
"667","Wesley Snipes",976.5,31,31.5,"Blade II",82.3
"668","Kevin Spacey",1401.2,35,40,"Superman Returns",200.1
"669","David Spade",738.5,14,52.8,"Hotel Transylvania 2",169.7
"670","Morgan Spurlock",NA,1,NA,"POM Wonderful Presents: The Greatest Movie Ever Sold",NA
"671","Sylvester Stallone",2041.5,40,51,"Rambo: First Blood Part II",150.4
"672","Jason Statham",1262,30,42.1,"Furious 7",353
"673","Imelda Staunton",669.9,15,44.7,"Harry Potter / Phoenix",292
"674","Hailee Steinfeld",466,10,46.6,"Pitch Perfect 2",184.3
"675","Dan Stevens",143.6,4,35.9,"Night at the Museum: Secret of the Tomb",113.7
"676","Ray Stevenson",1164.7,16,72.8,"Thor: The Dark World",206.4
"677","Kristen Stewart",1804.6,25,72.2,"The Twilight Saga: Eclipse",300.5
"678","Patrick Stewart",1219,18,67.7,"X-Men: The Last Stand",234.4
"679","Julia Stiles",878.8,18,48.8,"The Bourne Ultimatum",227.5
"680","Ben Stiller",2827,37,76.4,"Meet the Fockers",279.3
"681","Emma Stone",1395.5,17,82.1,"The Amazing Spider-Man",262
"682","Sharon Stone",722.7,34,21.3,"Total Recall",119.4
"683","Meryl Streep",2011,52,38.7,"Mamma Mia!",144.1
"684","Barbra Streisand",995.4,15,66.4,"Meet the Fockers",279.3
"685","Mark Strong",1130,33,34.2,"Sherlock Holmes",209
"686","Jim Sturgess",232.8,12,19.4,"21",81.2
"687","Tom Sturridge",23.2,6,3.9,"Far from the Madding Crowd",12.2
"688","Jason Sudeikis",753.7,15,50.2,"We're the Millers",150.4
"689","Jeremy Sumpter",139.9,4,35,"Peter Pan",48.5
"690","Kiefer Sutherland",1070.5,34,31.5,"Monsters Vs. Aliens",198.4
"691","Hilary Swank",448,16,28,"Million Dollar Baby",100.5
"692","Nick Swardson",962.2,14,68.7,"Hotel Transylvania 2",169.7
"693","Patrick Swayze",572.8,23,24.9,"Ghost",217.6
"694","Tilda Swinton",1045.9,31,33.7,"The Chronicles of Narnia",291.7
"695","Jorma Taccone",63.4,2,31.7,"Land of the Lost",49.4
"696","Quentin Tarantino",28.7,2,14.3,"From Dusk Till Dawn",25.8
"697","Channing Tatum",1932.9,30,64.4,"The LEGO Movie",257.8
"698","Christine Taylor",307.9,7,44,"DodgeBall",114.3
"699","Aimee Teegarden",10.2,3,3.4,"Prom",10.1
"700","Miles Teller",581.8,12,48.5,"Divergent",150.9
"701","Juno Temple",387.1,16,24.2,"Maleficent",241.4
"702","Charlize Theron",1277.5,32,39.9,"Hancock",227.9
"703","Max Thieriot",233.5,9,25.9,"The Pacifier",113.1
"704","Olivia Thirlby",348.9,15,23.3,"Juno",143.5
"705","Emma Thompson",1053.9,30,35.1,"Brave",237.3
"706","Bella Thorne",233.1,4,58.3,"Alvin and the Chipmunks: The Road Chip",85.8
"707","Billy Bob Thornton",1038.9,34,30.6,"Armageddon",201.6
"708","Uma Thurman",774.4,31,25,"Pulp Fiction",107.9
"709","Brenton Thwaites",314.8,4,78.7,"Maleficent",241.4
"710","Justin Timberlake",516.4,13,39.7,"Bad Teacher",100.3
"711","Analeigh Tipton",151.8,4,37.9,"Crazy Stupid Love.",84.4
"712","Marisa Tomei",1287.8,42,30.7,"What Women Want",182.8
"713","Lily Tomlin",451.6,20,22.6,"9 to 5",103.3
"714","Michelle Trachtenberg",254.2,8,31.8,"Inspector Gadget",97.4
"715","John Travolta",2398.8,44,54.5,"Grease",188.8
"716","Stanley Tucci",2842,49,58,"Catching Fire",424.7
"717","Chris Tucker",795.9,8,99.5,"Rush Hour 2",226.2
"718","Liv Tyler",1545.6,23,67.2,"Return of the King",377.8
"719","Carrie Underwood",43.9,1,43.9,"Soul Surfer",43.9
"720","Kate Upton",128.2,2,64.1,"The Other Woman",83.9
"721","Karl Urban",1726.5,16,107.9,"Return of the King",377.8
"722","Wilmer Valderrama",76.8,8,9.6,"Larry Crowne",35.6
"723","Nia Vardalos",310.5,5,62.1,"My Big Fat Greek Wedding",241.4
"724","Vince Vaughn",1716.8,33,52,"The Lost World",229.1
"725","Alexa Vega",369.5,9,41.1,"Spy Kids",112.7
"726","Goran Visnjic",86.1,7,12.3,"Practical Magic",46.7
"727","Mike Vogel",523,10,52.3,"The Help",169.7
"728","Jon Voight",2027.8,33,61.4,"Transformers",319.2
"729","Mark Wahlberg",2549.8,36,70.8,"Transformers 4",245.4
"730","David Wain",NA,1,NA,"Delirious (2007)",NA
"731","Rhys Wakefield",46.7,3,15.6,"Endless Love",23.4
"732","Christopher Walken",1819.2,60,30.3,"Wedding Crashers",209.3
"733","Paul Walker",1644.4,19,86.5,"Furious 7",353
"734","Quvenzhane Wallis",99.4,3,33.1,"Annie (2014)",85.9
"735","Christoph Waltz",840.5,11,76.4,"Spectre",200.1
"736","Denzel Washington",2236.8,43,52,"American Gangster",130.2
"737","Mia Wasikowska",457.1,16,28.6,"Alice in Wonderland",334.2
"738","Emma Watson",2681.9,16,167.6,"Harry Potter / Deathly Hallows (P2)",381
"739","Naomi Watts",918.4,32,28.7,"King Kong",218.1
"740","Damon Wayans",217.4,11,19.8,"The Last Boy Scout",59.5
"741","Keenen Ivory Wayans",69.2,4,17.3,"A Low Down Dirty Shame",29.4
"742","Marlon Wayans",765.6,17,45,"Scary Movie",157
"743","Shawn Wayans",377.9,5,75.6,"Scary Movie",157
"744","John Wayne",8.2,2,4.1,"The Shootist",8.1
"745","Sigourney Weaver",2276.4,46,49.5,"Avatar",760.5
"746","Hugo Weaving",2120.1,17,124.7,"Fellowship of the Ring",315.5
"747","Rachel Weisz",1200.6,30,40,"Oz The Great and Powerful",234.9
"748","Leigh Whannell",NA,1,NA,"Cooties",NA
"749","Ben Whishaw",657.7,12,54.8,"Skyfall",304.4
"750","Forest Whitaker",1480.2,53,27.9,"Platoon",138.5
"751","Kristen Wiig",1675.3,27,62,"Despicable Me 2",368.1
"752","Olivia Wilde",571.5,21,27.2,"Tron Legacy",172.1
"753","Tom Wilkinson",1181.6,42,28.1,"Rush Hour",141.2
"754","Michael K. Williams",473.1,13,36.4,"The Incredible Hulk",134.8
"755","Michelle Williams",644.8,24,26.9,"Oz The Great and Powerful",234.9
"756","Robin Williams",3279.3,49,66.9,"Night at the Museum",250.9
"757","Bruce Willis",3189.4,60,53.2,"Sixth Sense",293.5
"758","Luke Wilson",645.1,29,22.2,"Legally Blonde",96.5
"759","Owen Wilson",2602.3,39,66.7,"Night at the Museum",250.9
"760","Patrick Wilson",668.1,17,39.3,"The Conjuring",137.4
"761","Rebel Wilson",467.1,7,66.7,"Pitch Perfect 2",184.3
"762","Kate Winslet",1451.4,29,50,"Titanic",658.7
"763","Mary Elizabeth Winstead",472.5,15,31.5,"Live Free or Die Hard",134.5
"764","Reese Witherspoon",1254,30,41.8,"Monsters Vs. Aliens",198.4
"765","Ellen Wong",31.5,1,31.5,"Scott Pilgrim vs. the World",31.5
"766","Elijah Wood",1889.3,37,51.1,"Return of the King",377.8
"767","Shailene Woodley",559.6,7,79.9,"Divergent",150.9
"768","Kenny Wormald",64.4,4,16.1,"Footloose",51.8
"769","Sam Worthington",1205.3,13,92.7,"Avatar",760.5
"770","Jeffrey Wright",1724.4,25,69,"Catching Fire",424.7
"771","Donnie Yen",227.1,10,22.7,"Blade II",82.3
"772","Renee Zellweger",1168.2,26,44.9,"Chicago",170.7
"773","Catherine Zeta-Jones",1229.3,24,51.2,"Chicago",170.7
"774","Zhang Ziyi",485.9,10,48.6,"Rush Hour 2",226.2
"775","Josh Zuckerman",8.4,2,4.2,"Sex Drive",8.4
